ID,Codigo,Proteina,Humedad,Grasa,Ceniza,Fibra,Almidon,Version,FechaInicio,HoraInicio,FechaFin,HoraFin,FlagEstado
678.0,7530497.0,"36,61",11,"7,85",12,"1,99","15,16",111.0,04/02/2025,00:00:00,11/02/2025,23:59:00,0
679.0,7530497.0,"37,05",11,"7,25","10,97","1,96","16,3",112.0,12/02/2025,00:00:00,16/02/2025,23:59:00,0
680.0,7530497.0,"37,08",11,"7,23","11,05","1,96","16,3",113.0,17/02/2025,00:00:00,23/02/2025,23:59:00,0
681.0,7530497.0,"37,16",11,"7,18","10,78","1,96","16,3",114.0,24/02/2025,00:00:00,02/03/2025,23:59:00,0
682.0,7530497.0,"36,82",11,"7,76",12,"1,86","14,91",115.0,03/03/2025,00:00:00,07/03/2025,23:59:00,0
683.0,7530497.0,"36,82",11,"7,76",12,"1,86","14,91",8.0,08/03/2025,00:00:00,03/04/2025,23:59:00,0
684.0,7530497.0,37,11,"6,7","10,3","2,2","16,3",116.0,04/04/2025,00:00:00,03/04/2025,23:59:00,0
685.0,7530497.0,"37,03",11,"6,72","10,31","2,16","16,3",116.0,04/04/2025,00:00:00,03/04/2025,23:59:00,0
686.0,7530497.0,37,11,7,10,2,16,116.0,04/04/2025,00:00:00,09/04/2025,23:59:00,0
687.0,7530497.0,"37,45",11,"6,72","10,89","1,95","16,25",117.0,10/04/2025,00:00:00,13/04/2025,23:59:00,0
688.0,7530497.0,"37,08","10,98","6,88","10,99","1,94","16,3",118.0,14/04/2025,00:00:00,20/04/2025,23:59:00,0
689.0,7530497.0,"37,97","10,66","6,68","11,43","1,88","16,3",119.0,21/04/2025,00:00:00,27/04/2025,23:59:00,0
690.0,7530497.0,"37,56",11,"7,38","11,99","2,16","13,91",122.0,28/04/2025,00:00:00,05/05/2025,23:59:00,0
691.0,7530497.0,"37,82",11,"6,82","10,92","2,18","15,35",123.0,06/05/2025,00:00:00,11/05/2025,23:59:00,0
692.0,7530497.0,39,11,"6,5","11,54","2,17","14,35",124.0,12/05/2025,00:00:00,18/05/2025,23:59:00,0
693.0,7530497.0,"35,9",11,"7,34","11,41","2,2","15,23",125.0,19/05/2025,00:00:00,21/05/2025,23:59:00,0
695.0,7530497.0,"37,43",11,"7,23","11,45","2,14","15,55",127.0,26/05/2025,00:00:00,04/06/2025,23:59:00,0
696.0,7530497.0,"36,76","12,31","8,48",12,"2,13","15,33",130.0,05/06/2025,00:00:00,08/06/2025,23:59:00,0
697.0,7530497.0,"36,57",11,"8,58",12,"2,13","12,99",131.0,09/06/2025,00:00:00,15/06/2025,23:59:00,0
698.0,7530497.0,"36,86",11,"7,39","11,85","2,05","14,31",132.0,16/06/2025,00:00:00,22/06/2025,23:59:00,0
699.0,7530497.0,"37,24",11,"7,68",12,"2,07","15,36",133.0,23/06/2025,00:00:00,02/07/2025,23:59:00,0
700.0,7530497.0,"36,25",11,"8,03",12,"2,28","15,32",135.0,03/07/2025,00:00:00,19/07/2025,23:59:00,0
701.0,7530497.0,"36,41",11,"7,49","11,53","2,32","16,3",136.0,20/07/2025,00:00:00,20/07/2025,23:59:00,0
702.0,7530497.0,"36,34",11,"7,54","11,61","2,33","16,3",13.0,21/07/2025,00:00:00,28/07/2025,23:59:00,0
703.0,7530497.0,"37,02",11,"9,53",12,"2,12","13,75",139.0,29/07/2025,00:00:00,03/08/2025,23:59:00,0
704.0,7530497.0,"36,7","11,5","8,47",12,"2,14","14,43",140.0,04/08/2025,00:00:00,09/08/2025,23:59:00,0
705.0,7530497.0,"37,33","11,5","6,87",13,"2,16",14,46.0,10/08/2025,00:00:00,10/08/2025,23:59:00,0
706.0,7530497.0,"36,7","11,5","8,47",12,"2,14","14,43",141.0,11/08/2025,00:00:00,17/08/2025,23:59:00,0
707.0,7530497.0,"36,43","11,5","7,79",12,"1,95","16,3",144.0,18/08/2025,00:00:00,24/08/2025,23:59:00,0
708.0,7530497.0,"37,24","11,5","7,21","11,03","2,21","15,45",146.0,25/08/2025,00:00:00,02/09/2025,23:59:00,0
709.0,7530497.0,"37,4","11,5","7,38","11,53","2,06","15,86",147.0,03/09/2025,00:00:00,07/09/2025,23:59:00,0
710.0,7530497.0,"37,44","11,5","7,23","11,25","2,07","16,3",148.0,08/09/2025,00:00:00,16/09/2025,23:59:00,0
711.0,7530497.0,"37,03","11,5","7,49","11,63","2,03","16,15",149.0,17/09/2025,00:00:00,21/09/2025,23:59:00,0
712.0,7530497.0,"37,28","11,5","7,49","11,67","2,06","15,68",150.0,22/09/2025,00:00:00,28/09/2025,23:59:00,0
713.0,7530497.0,"38,8","11,5","7,14","11,33","2,24","13,67",151.0,29/09/2025,00:00:00,07/10/2025,23:59:00,0
714.0,7530497.0,"38,5","11,5","8,83","11,42","2,22","12,13",152.0,08/10/2025,00:00:00,12/10/2025,23:59:00,0
715.0,7530497.0,"38,5","11,5","8,61","11,47","2,19","12,43",153.0,13/10/2025,00:00:00,19/10/2025,23:59:00,0
716.0,7530497.0,"38,5","11,5","6,5","10,11","1,97","16,03",154.0,20/10/2025,00:00:00,26/10/2025,23:59:00,0
717.0,7530497.0,"38,6","11,5","6,88","10,4","2,01","16,3",155.0,27/10/2025,00:00:00,02/11/2025,23:59:00,0
718.0,7530497.0,"38,5","11,5","7,29","11,51","2,22","14,13",156.0,03/11/2025,00:00:00,12/11/2025,23:59:00,0
719.0,7530497.0,"38,5","11,5","7,29","11,51","2,22","14,13",157.0,13/11/2025,00:00:00,16/11/2025,23:59:00,0
720.0,7530497.0,"38,5","11,5","8,79","11,69","2,21","12,84",158.0,17/11/2025,00:00:00,23/11/2025,23:59:00,0
721.0,7530497.0,"38,5","11,5","8,76","11,7","2,21","12,21",159.0,24/11/2025,00:00:00,30/11/2025,23:59:00,0
722.0,7530497.0,"38,5","11,5","9,06",10,"2,23","13,52",160.0,01/12/2025,00:00:00,07/12/2025,23:59:00,0
723.0,7530497.0,"38,5","11,5","9,06",10,"2,23","13,52",162.0,08/12/2025,00:00:00,14/12/2025,23:59:00,0
724.0,7530497.0,"38,5","11,5","8,16","11,07","2,5","11,89",163.0,15/12/2025,00:00:00,21/12/2025,23:59:00,0
725.0,7530497.0,"38,5","11,5","8,21","11,37","2,5","11,79",164.0,22/12/2025,00:00:00,28/12/2025,23:59:00,0
726.0,7530497.0,"38,55","11,5","8,5",12,"2,4","11,06",165.0,29/12/2025,00:00:00,,23:59:00,1
727.0,7530498.0,42,11,"7,12","11,24","1,75","13,28",119.0,04/01/2025,00:00:00,24/01/2025,23:59:00,0
728.0,7530498.0,42,11,"7,14","11,47","1,75","12,97",120.0,25/01/2025,00:00:00,14/03/2025,23:59:00,0
729.0,7530498.0,42,11,6,"10,54","1,64","15,18",122.0,15/03/2025,00:00:00,23/03/2025,23:59:00,0
730.0,7530498.0,42,11,6,"10,55","1,65","14,99",123.0,24/03/2025,00:00:00,15/04/2025,23:59:00,0
731.0,7530498.0,42,11,"6,12","11,06","1,75","14,03",124.0,16/04/2025,00:00:00,22/04/2025,23:59:00,0
732.0,7530498.0,42,11,6,"10,7","1,72","14,94",125.0,23/04/2025,00:00:00,06/05/2025,23:59:00,0
733.0,7530498.0,42,11,"7,79","10,24","1,92",13,129.0,07/05/2025,00:00:00,21/05/2025,23:59:00,0
734.0,7530498.0,42,"10,69","7,92","10,17","1,92",13,131.0,22/05/2025,00:00:00,25/05/2025,23:59:00,0
735.0,7530498.0,42,11,"8,06","11,14","1,82",13,133.0,26/05/2025,00:00:00,02/06/2025,23:59:00,0
736.0,7530498.0,42,11,"7,79","11,94","1,85",13,136.0,03/06/2025,00:00:00,08/06/2025,23:59:00,0
737.0,7530498.0,42,11,"7,68","11,81","1,79",13,138.0,03/07/2025,00:00:00,15/07/2025,23:59:00,0
738.0,7530498.0,42,11,"7,79","11,94","1,85",16,137.0,09/06/2025,00:00:00,02/07/2025,23:59:00,0
739.0,7530498.0,42,11,"8,18","11,5","1,83",13,139.0,16/07/2025,00:00:00,24/07/2025,23:59:00,0
740.0,7530498.0,42,11,"7,89","11,43","1,85",13,141.0,25/07/2025,00:00:00,27/07/2025,23:59:00,0
741.0,7530498.0,42,11,"7,78","11,85","1,81",13,142.0,28/07/2025,00:00:00,03/08/2025,23:59:00,0
742.0,7530498.0,42,"11,5","7,66","11,16","1,85",13,143.0,04/08/2025,00:00:00,23/08/2025,23:59:00,0
743.0,7530498.0,42,"11,5","7,58","11,07","1,77","13,32",144.0,24/08/2025,00:00:00,24/08/2025,23:59:00,0
744.0,7530498.0,"42,04","11,5","7,52","10,9","1,87",13,146.0,25/08/2025,00:00:00,01/09/2025,23:59:00,0
745.0,7530498.0,"42,3","11,5","7,57","11,17","1,75","13,49",147.0,02/09/2025,00:00:00,08/09/2025,23:59:00,0
746.0,7530498.0,42,"11,5","7,72","11,08","1,88",13,148.0,09/09/2025,00:00:00,19/09/2025,23:59:00,0
747.0,7530498.0,42,"11,5","7,68","11,02","1,87",13,149.0,20/09/2025,00:00:00,23/09/2025,23:59:00,0
748.0,7530498.0,"42,5","11,5","6,09","9,71",2,14,150.0,24/09/2025,00:00:00,02/10/2025,23:59:00,0
749.0,7530498.0,"42,7","11,5",6,"9,78",2,14,151.0,03/10/2025,00:00:00,12/10/2025,23:59:00,0
750.0,7530498.0,"42,5","11,5",6,"10,16",2,14,153.0,13/10/2025,00:00:00,19/10/2025,23:59:00,0
751.0,7530498.0,"42,5","11,22",6,"9,59","1,94",14,154.0,20/10/2025,00:00:00,05/11/2025,23:59:00,0
752.0,7530498.0,"42,5","11,5",6,"9,74","1,99","14,48",155.0,06/11/2025,00:00:00,11/11/2025,23:59:00,0
753.0,7530498.0,"42,5","11,5",6,"9,74","1,99","14,48",156.0,12/11/2025,00:00:00,18/11/2025,23:59:00,0
754.0,7530498.0,"42,5","11,5",6,"10,58","1,99",14,157.0,19/11/2025,00:00:00,23/11/2025,23:59:00,0
755.0,7530498.0,"42,5","11,5",6,"10,26","1,96",14,158.0,24/11/2025,00:00:00,23/12/2025,23:59:00,0
756.0,7530498.0,"42,5","11,5",6,"10,97",2,"14,28",159.0,24/12/2025,00:00:00,28/12/2025,23:59:00,0
757.0,7530498.0,"42,5","11,5",6,"10,72",2,14,160.0,29/12/2025,00:00:00,,23:59:00,1
758.0,7530777.0,"38,17",11,"6,64",12,"2,04",14,23.0,23/01/2025,00:00:00,22/01/2025,23:59:00,0
759.0,7530777.0,"36,59",11,"7,85",12,"1,94","15,25",109.0,23/01/2025,00:00:00,06/02/2025,23:59:00,0
760.0,7530777.0,"37,73",11,"6,95",12,"2,08",14,26.0,07/02/2025,00:00:00,09/02/2025,23:59:00,0
761.0,7530777.0,"37,06",11,"6,5",12,"1,96",16,27.0,10/02/2025,00:00:00,15/03/2025,23:59:00,0
762.0,7530777.0,"36,93",11,"6,5",12,"1,84",16,28.0,16/03/2025,00:00:00,25/03/2025,23:59:00,0
763.0,7530777.0,"37,05","10,81","6,5",12,"1,85",16,29.0,26/03/2025,00:00:00,02/04/2025,23:59:00,0
764.0,7530777.0,"36,21","10,81","6,5",12,"2,12",16,30.0,03/04/2025,00:00:00,02/04/2025,23:59:00,0
765.0,7530777.0,36,11,7,12,2,16,30.0,03/04/2025,00:00:00,03/04/2025,23:59:00,0
766.0,7530777.0,"36,2","10,8","6,5",12,"2,1",16,30.0,04/04/2025,00:00:00,06/04/2025,23:59:00,0
767.0,7530777.0,"36,95","10,89","6,5",12,"1,91",16,31.0,07/04/2025,00:00:00,25/04/2025,23:59:00,0
768.0,7530777.0,"37,76","10,6","6,5",12,"1,86",16,33.0,26/04/2025,00:00:00,22/05/2025,23:59:00,0
769.0,7530777.0,"36,91",11,"6,66",12,"2,19",15,35.0,23/05/2025,00:00:00,01/06/2025,23:59:00,0
770.0,7530777.0,"37,75",11,7,13,"2,21",14,40.0,02/06/2025,00:00:00,,23:59:00,1
771.0,7530825.0,"36,77",11,"7,53","11,97","1,88",16,5.0,02/01/2025,00:00:00,14/01/2025,23:59:00,0
772.0,7530825.0,"36,77",11,"7,53","11,97","1,88",16,6.0,15/01/2025,00:00:00,19/01/2025,23:59:00,0
773.0,7530825.0,"36,46",11,"7,67",12,"1,88",16,7.0,20/01/2025,00:00:00,08/03/2025,23:59:00,0
774.0,7530825.0,"36,6",11,"7,45","11,67","1,8",16,8.0,09/03/2025,00:00:00,09/03/2025,23:59:00,0
775.0,7530825.0,"36,6",11,"7,45","11,67","1,8",16,9.0,10/03/2025,00:00:00,11/03/2025,23:59:00,0
776.0,7530825.0,"36,6",11,"7,45","11,67","1,8",16,146.0,12/03/2025,00:00:00,18/03/2025,23:59:00,0
777.0,7530825.0,"36,77",11,"7,35","11,55","1,81",16,10.0,19/03/2025,00:00:00,23/03/2025,23:59:00,0
778.0,7530825.0,"36,76",11,"7,35","11,54","1,81",16,11.0,24/03/2025,00:00:00,31/03/2025,23:59:00,0
779.0,7530825.0,"36,57",11,"7,14","10,68","2,13",16,12.0,01/04/2025,00:00:00,02/04/2025,23:59:00,0
780.0,7530825.0,37,11,7,11,2,16,12.0,03/04/2025,00:00:00,02/04/2025,23:59:00,0
781.0,7530825.0,"36,57",11,"7,14",11,"2,13",16,12.0,03/04/2025,00:00:00,09/04/2025,23:59:00,0
782.0,7530825.0,"36,78",11,"7,29","11,49","1,88",16,13.0,10/04/2025,00:00:00,13/04/2025,23:59:00,0
783.0,7530825.0,"36,6",11,"7,34","11,42","1,88",16,14.0,14/04/2025,00:00:00,23/04/2025,23:59:00,0
784.0,7530825.0,"37,58",11,"7,05","11,42","1,84",16,15.0,24/04/2025,00:00:00,07/05/2025,23:59:00,0
785.0,7530825.0,"37,72",11,"6,79","10,61","2,13","15,97",17.0,08/05/2025,00:00:00,11/05/2025,23:59:00,0
786.0,7530825.0,"38,93",11,"6,5","11,22","2,12","15,34",18.0,12/05/2025,00:00:00,19/05/2025,23:59:00,0
787.0,7530825.0,"36,51",11,"7,44","11,24","2,13",16,19.0,20/05/2025,00:00:00,31/05/2025,23:59:00,0
788.0,7530825.0,"36,94",11,"7,52","11,75","2,05",16,21.0,01/06/2025,00:00:00,01/06/2025,23:59:00,0
789.0,7530825.0,"36,3",11,"8,79",12,"2,03",16,24.0,02/06/2025,00:00:00,11/06/2025,23:59:00,0
790.0,7530825.0,"36,36",11,"8,77",12,"2,03",13,25.0,12/06/2025,00:00:00,,23:59:00,1
791.0,7530839.0,"36,4","10,88","7,72",12,"2,14","16,3",1.0,25/04/2025,00:00:00,15/06/2025,23:59:00,0
792.0,7530839.0,"37,48",11,"6,85","10,79","2,09","14,62",1.0,16/06/2025,00:00:00,18/08/2025,23:59:00,0
793.0,7530839.0,"37,65","11,5","7,04","10,83","1,99","16,3",2.0,19/08/2025,00:00:00,29/11/2025,23:59:00,0
794.0,7530839.0,"37,67","11,5","7,6","11,68","2,18","14,43",4.0,30/11/2025,00:00:00,,23:59:00,1
795.0,7530840.0,"36,4","10,88","7,71",12,"2,14","16,3",1.0,25/04/2025,00:00:00,15/07/2025,23:59:00,0
796.0,7530840.0,"36,17",11,"9,09",12,"1,98","16,3",2.0,16/07/2025,00:00:00,,23:59:00,1
797.0,7530846.0,"42,5","10,91","8,45","10,13","2,12",12,1.0,05/07/2025,00:00:00,30/07/2025,23:59:00,0
798.0,7530846.0,"42,5",11,"9,35","10,01","1,93",12,1.0,31/07/2025,00:00:00,11/08/2025,23:59:00,0
799.0,7530846.0,"42,5","11,17","9,3","9,92","1,95",12,4.0,12/08/2025,00:00:00,17/08/2025,23:59:00,0
800.0,7530846.0,"42,78","10,95","8,42","10,08","1,75",14,6.0,18/08/2025,00:00:00,06/09/2025,23:59:00,0
801.0,7530846.0,"42,53","11,5","7,72","9,77","1,91",12,9.0,07/09/2025,00:00:00,02/11/2025,23:59:00,0
802.0,7530846.0,"42,96","10,88","7,52","10,16","2,17",12,11.0,03/11/2025,00:00:00,14/11/2025,23:59:00,0
803.0,7530846.0,"42,96","10,88","7,52","10,16","2,17",12,12.0,15/11/2025,00:00:00,16/11/2025,23:59:00,0
804.0,7530846.0,"42,73","11,36","7,47","10,2","2,14",12,13.0,17/11/2025,00:00:00,28/12/2025,23:59:00,0
805.0,7530846.0,"42,5","10,7","9,72","9,86","1,95",12,14.0,29/12/2025,00:00:00,,23:59:00,1
806.0,7530882.0,"42,8","11,5","6,84","10,57","1,98",12,2.0,02/10/2025,00:00:00,,23:59:00,1
807.0,7530901.0,"42,5","11,5",6,"9,48","2,09",14,1.0,24/09/2025,00:00:00,,23:59:00,1
808.0,7530904.0,"42,5","10,79","9,34","10,27","1,83",12,1.0,08/10/2025,00:00:00,13/10/2025,23:59:00,0
809.0,7530904.0,"42,5","10,86","9,26","10,28","1,83",12,2.0,14/10/2025,00:00:00,31/10/2025,23:59:00,0
810.0,7530904.0,"43,04","11,5","6,91","10,52","2,02",12,3.0,01/11/2025,00:00:00,06/11/2025,23:59:00,0
811.0,7530904.0,"42,75","10,9","7,46","10,27","2,09",12,4.0,07/11/2025,00:00:00,11/11/2025,23:59:00,0
812.0,7530904.0,"42,75","11,21","7,46","10,08","2,09",12,6.0,12/11/2025,00:00:00,02/12/2025,23:59:00,0
813.0,7530904.0,"42,5","11,37","7,56","9,46","2,22",12,7.0,03/12/2025,00:00:00,12/12/2025,23:59:00,0
814.0,7530904.0,"42,5","11,37","7,56","9,46","2,22",12,8.0,13/12/2025,00:00:00,14/12/2025,23:59:00,0
815.0,7530904.0,"42,5","11,03","7,61","9,63","2,41",12,9.0,15/12/2025,00:00:00,25/12/2025,23:59:00,0
816.0,7530904.0,"42,5","11,03","7,61","9,63","2,42",12,10.0,26/12/2025,00:00:00,,23:59:00,1
817.0,7549044.0,"37,06",11,"8,67","10,27","2,19","13,45",218.0,27/01/2025,00:00:00,16/02/2025,23:59:00,0
818.0,7549044.0,"37,63",11,"6,5","9,69","2,15","16,1",221.0,17/02/2025,00:00:00,25/05/2025,23:59:00,0
819.0,7549044.0,"37,45",11,7,"10,81","2,33","14,72",232.0,26/05/2025,00:00:00,01/06/2025,23:59:00,0
820.0,7549044.0,"37,61","11,24","8,4",12,"2,34","13,03",235.0,02/06/2025,00:00:00,16/06/2025,23:59:00,0
821.0,7549044.0,37,11,"7,52","11,38","2,23","12,77",237.0,17/06/2025,00:00:00,22/06/2025,23:59:00,0
822.0,7549044.0,"37,35",11,"7,77",12,"2,27","13,56",238.0,23/06/2025,00:00:00,29/06/2025,23:59:00,0
823.0,7549044.0,"36,51",11,"8,06",12,"2,44","13,62",239.0,30/06/2025,00:00:00,19/11/2025,23:59:00,0
824.0,7549044.0,"37,83","11,5","7,02","10,66","2,34","15,03",252.0,20/11/2025,00:00:00,29/11/2025,23:59:00,0
825.0,7549044.0,"38,07","11,5","7,15","11,13","2,4","13,14",253.0,30/11/2025,00:00:00,25/12/2025,23:59:00,0
826.0,7549044.0,"36,95","11,5","7,43","11,03","2,5","15,07",255.0,26/12/2025,00:00:00,,23:59:00,1
827.0,7549054.0,"35,87",11,"8,47","11,75","1,88",16,142.0,27/01/2025,00:00:00,16/02/2025,23:59:00,0
828.0,7549054.0,"36,04",11,"8,35","11,71","1,89",16,144.0,17/02/2025,00:00:00,24/02/2025,23:59:00,0
829.0,7549054.0,"36,27",11,"8,23","11,5","1,89",16,145.0,25/02/2025,00:00:00,11/03/2025,23:59:00,0
830.0,7549054.0,"36,33",11,"7,996","11,7","1,8",16,146.0,12/03/2025,00:00:00,24/03/2025,23:59:00,0
831.0,7549054.0,"36,69",11,"8,94","11,94","1,85",14,147.0,25/03/2025,00:00:00,06/04/2025,23:59:00,0
832.0,7549054.0,"36,5",11,"7,63","11,7","1,88",16,150.0,07/04/2025,00:00:00,13/04/2025,23:59:00,0
833.0,7549054.0,"36,32",11,"7,53","11,8","1,88",16,151.0,14/04/2025,00:00:00,20/04/2025,23:59:00,0
834.0,7549054.0,"37,31",11,"7,25","11,79","1,84",16,152.0,21/04/2025,00:00:00,04/05/2025,23:59:00,0
835.0,7549054.0,"37,09",11,"6,53","11,73","2,13",16,154.0,05/05/2025,00:00:00,11/05/2025,23:59:00,0
836.0,7549054.0,"38,39",11,"6,86","11,6","2,14","14,15",155.0,12/05/2025,00:00:00,02/11/2025,23:59:00,0
837.0,7549054.0,"37,47","11,5","6,77","11,96","2,17",16,173.0,03/11/2025,00:00:00,20/11/2025,23:59:00,0
838.0,7549054.0,"36,77","11,5","6,53","12,22","2,32","14,59",178.0,21/11/2025,00:00:00,23/11/2025,23:59:00,0
839.0,7549054.0,"36,5","11,5","6,62","12,24","2,32","14,11",179.0,24/11/2025,00:00:00,05/12/2025,23:59:00,0
840.0,7549054.0,"36,47","11,5","9,61","9,24","2,32",14,180.0,06/12/2025,00:00:00,07/12/2025,23:59:00,0
841.0,7549054.0,"36,47","11,5","9,61","9,24","2,32",14,181.0,08/12/2025,00:00:00,,23:59:00,1
842.0,7549088.0,"38,17",11,"6,64",12,"2,04",14,22.0,02/01/2025,00:00:00,09/04/2025,23:59:00,0
843.0,7549088.0,"36,95","10,89","6,5",12,"1,91",16,13.0,10/04/2025,00:00:00,09/04/2025,23:59:00,0
844.0,7549088.0,"36,95","10,89","6,5",12,"1,91",16,31.0,10/04/2025,00:00:00,25/05/2025,23:59:00,0
845.0,7549088.0,"37,65",11,"6,73",13,"2,13",14,37.0,26/05/2025,00:00:00,15/06/2025,23:59:00,0
846.0,7549088.0,"36,98",11,"6,5","12,92","2,02",14,41.0,16/06/2025,00:00:00,14/07/2025,23:59:00,0
847.0,7549088.0,"36,57",11,"6,97",13,"2,09",16,43.0,15/07/2025,00:00:00,22/07/2025,23:59:00,0
848.0,7549088.0,"37,81",11,7,13,"2,13",14,45.0,23/07/2025,00:00:00,10/08/2025,23:59:00,0
849.0,7549088.0,"37,33","11,5","6,87",13,"2,16",14,46.0,11/08/2025,00:00:00,12/10/2025,23:59:00,0
850.0,7549088.0,"36,86","11,5","6,5","12,57","2,03",16,48.0,13/10/2025,00:00:00,10/11/2025,23:59:00,0
851.0,7549088.0,"37,47","11,5","6,97",13,"2,22",14,49.0,11/11/2025,00:00:00,,23:59:00,1
852.0,7530827.0,"43,81","11,5","6,58","12,52","1,79",12,1.0,15/08/2025,00:00:00,31/08/2025,23:59:00,0
853.0,7530827.0,"43,5","11,5","6,1","10,84","1,98","12,58",3.0,01/09/2025,00:00:00,14/10/2025,23:59:00,0
854.0,7530827.0,"43,5","11,5",6,"10,7","2,05","12,64",4.0,15/10/2025,00:00:00,10/11/2025,23:59:00,0
855.0,7530827.0,"43,5","11,5",6,"11,22","1,89","12,73",5.0,11/11/2025,00:00:00,10/12/2025,23:59:00,0
856.0,7530827.0,"43,5","11,5","6,21","10,38",2,"12,72",6.0,11/12/2025,00:00:00,,23:59:00,1
857.0,7530831.0,"36,44",11,6,"13,5","1,98","15,49",2.0,14/04/2025,00:00:00,14/05/2025,23:59:00,0
858.0,7530831.0,"36,2",11,6,"13,3","2,08","15,49",3.0,15/05/2025,00:00:00,,23:59:00,1
859.0,7530857.0,"43,5",11,"6,17","12,1","1,99",12,1.0,30/06/2025,00:00:00,14/07/2025,23:59:00,0
860.0,7530857.0,"43,5",11,"6,72","11,44","2,01",12,4.0,15/07/2025,00:00:00,26/07/2025,23:59:00,0
861.0,7530857.0,"43,5",11,"6,42","12,2","1,94",12,7.0,27/07/2025,00:00:00,27/07/2025,23:59:00,0
862.0,7530857.0,"43,5",11,"6,85",13,"1,78",12,6.0,28/07/2025,00:00:00,03/08/2025,23:59:00,0
863.0,7530857.0,"43,5","11,5","6,82","10,01","2,17",12,7.0,04/08/2025,00:00:00,10/08/2025,23:59:00,0
864.0,7530857.0,"43,5","11,5","6,33","10,93","2,07",12,8.0,11/08/2025,00:00:00,28/08/2025,23:59:00,0
865.0,7530857.0,"43,5","11,5","6,69","9,66","2,1",12,10.0,29/08/2025,00:00:00,31/08/2025,23:59:00,0
866.0,7530857.0,"43,62","11,5","6,32","10,73","2,04",12,11.0,01/09/2025,00:00:00,07/09/2025,23:59:00,0
867.0,7530857.0,"43,5","11,5","6,59","10,79","2,05",12,12.0,08/09/2025,00:00:00,24/09/2025,23:59:00,0
868.0,7530857.0,"43,5","11,5",6,"10,88","2,17","12,11",13.0,25/09/2025,00:00:00,28/09/2025,23:59:00,0
869.0,7530857.0,"43,5","11,5",6,"10,25","2,13","12,8",14.0,29/09/2025,00:00:00,16/10/2025,23:59:00,0
870.0,7530857.0,"43,5","11,5","6,65","10,55","2,05",12,15.0,17/10/2025,00:00:00,19/10/2025,23:59:00,0
871.0,7530857.0,"43,5","11,5",6,"10,72","1,98",12,16.0,20/10/2025,00:00:00,07/11/2025,23:59:00,0
872.0,7530857.0,"43,5","11,5",6,"11,87","1,93",12,17.0,08/11/2025,00:00:00,09/11/2025,23:59:00,0
873.0,7530857.0,"43,5","11,5",6,"11,87","1,93",12,18.0,10/11/2025,00:00:00,01/12/2025,23:59:00,0
874.0,7530857.0,"43,5","11,5","7,41","9,62","2,04",12,19.0,02/12/2025,00:00:00,07/12/2025,23:59:00,0
875.0,7530857.0,"43,5","11,5","7,41","9,62","2,04",12,20.0,08/12/2025,00:00:00,,23:59:00,1
876.0,7500203.0,"35,61","10,88","9,69",,,,114.0,12/02/2024,00:00:00,19/06/2024,23:59:00,0
877.0,7500203.0,"35,49","10,8","7,11","9,81","2,32","20,48",120.0,20/06/2024,00:00:00,03/11/2024,23:59:00,0
878.0,7500203.0,"35,5",11,"9,97","11,41",2,"16,3",133.0,04/11/2024,00:00:00,18/12/2024,23:59:00,0
879.0,7500203.0,"37,79",11,"6,69","10,06","2,25","16,1",139.0,19/12/2024,00:00:00,,23:59:00,1
880.0,7530432.0,37,11,"8,05",,,,179.0,12/02/2024,00:00:00,18/02/2024,23:59:00,0
881.0,7530432.0,"36,69",11,"8,09",,,,179.0,19/02/2024,00:00:00,25/02/2024,23:59:00,0
882.0,7530432.0,"36,96",11,"7,96",,,,180.0,26/02/2024,00:00:00,03/03/2024,23:59:00,0
883.0,7530432.0,"36,68",11,"8,11",,,,181.0,04/03/2024,00:00:00,14/04/2024,23:59:00,0
884.0,7530432.0,"38,66",11,"6,63",,,,183.0,15/04/2024,00:00:00,22/04/2024,23:59:00,0
885.0,7530432.0,"38,66",11,"6,63","9,77","2,19",,183.0,23/04/2024,00:00:00,23/04/2024,23:59:00,0
886.0,7530432.0,"38,51",11,"6,8","9,77","2,19",,183.0,24/04/2024,00:00:00,28/04/2024,23:59:00,0
887.0,7530432.0,"35,77",11,"6,69","9,75","2,06",,184.0,29/04/2024,00:00:00,21/05/2024,23:59:00,0
888.0,7530432.0,"37,66",11,"7,55","10,34","2,36",,186.0,22/05/2024,00:00:00,27/05/2024,23:59:00,0
889.0,7530432.0,"37,26",11,"8,03","10,53","2,5",,186.0,28/05/2024,00:00:00,27/05/2024,23:59:00,0
890.0,7530432.0,"37,26",11,"8,03","10,53","2,5",,187.0,28/05/2024,00:00:00,28/05/2024,23:59:00,0
891.0,7530432.0,"37,32","10,63","7,39","12,11","2,24",,116.0,29/05/2024,00:00:00,28/05/2024,23:59:00,0
892.0,7530432.0,"37,32","10,63","7,39","12,11","2,24",,186.0,29/05/2024,00:00:00,04/06/2024,23:59:00,0
893.0,7530432.0,"37,73",11,"7,57","10,61","2,31","15,95",189.0,05/06/2024,00:00:00,11/06/2024,23:59:00,0
894.0,7530432.0,"37,67",11,"7,92","10,67","2,31","15,62",189.0,12/06/2024,00:00:00,11/06/2024,23:59:00,0
895.0,7530432.0,"36,96",11,"7,96","10,46","2,24","16,1",191.0,12/06/2024,00:00:00,16/06/2024,23:59:00,0
896.0,7530432.0,"35,83","10,82","6,5","10,07","2,22","21,06",192.0,17/06/2024,00:00:00,23/06/2024,23:59:00,0
